Campus,Code,Name,Credits,Areas of Knowledge,Prerequisites
Bothell,B EE 504,Device Electronics,4,,BEE 503
Bothell,B EE 505,Digital Systems,2,,
Bothell,B EE 506,Power Systems,2,,B EE 503
Bothell,B EE 507,Signals and Systems,4,,B EE 503
Bothell,B EE 509,Engineering Simulations,2,,
Bothell,B EE 510,Probability and Random Processes for Electrical Engineering,5,,STMATH 390
Bothell,B EE 511,Signal Processing I,5,,
Bothell,B EE 512,Signal Processing II,5,,"B EE 510,B EE 511"
Bothell,B EE 515,Digital Image Processing Applications,5,,BEE 510
Bothell,B EE 520,Predictive Learning From Data,5,,BEE 510
Bothell,B EE 525,Embedded Systems Design,5,,"B EE 425,CSS 427"
Bothell,B EE 526,Advanced Topics in Embedded Systems Design,5,,"B EE 425,B EE 525,CSS 427"
Bothell,B EE 531,Acoustical Engineering: Fundamentals,5,,
Bothell,B EE 532,Acoustical Engineering: Medical Devices,5,,B EE 531
Bothell,B EE 533,Biomedical Devices and Instrumentation,5,,
Bothell,B EE 545,Complementary Metal Oxide Semiconductors I,5,,
Bothell,B EE 546,Cmos Ii,5,,B EE 545
Bothell,B EE 550,Introduction to Power Electronics,5,,BEE 331
Bothell,B EE 551,Introduction to MEMS,5,,
Bothell,B EE 552,Biomedical Microsystems,5,,B EE 551
Bothell,B EE 555,Introduction to Electrical Machines and Drives,5,,BEE 233
Bothell,B EE 571,Power System Analysis,5,,
Bothell,B EE 572,Power System Operations,5,,B EE 571
Bothell,B EE 590,Special Topics in Electrical Engineering,5,,
Bothell,B EE 599,Electrical Engineeering Graduate Seminar,1,,
Bothell,B EE 600,Independent Study or Research,,,
Bothell,B EE 601,Internship,,,
Bothell,B EE 700,Master's Thesis,,,
Bothell,B ENGR 310,Computation Physical Modeling,5,,STMATH 307
Bothell,B ENGR 320,Fundamentals of Materials Science,5,,"B CHEM 143,B CHEM 144"
Bothell,B HLTH 179,Interpersonal Communication,5,I&S,
Bothell,B HLTH 196,Preparing to Work in Partnerships With Communities,4,I&S,
Bothell,B HLTH 197,Selected Preparatory Topics in Health,,,
Bothell,B HLTH 198,"Introduction to Physical Activity, Nutrition, and Health",5,I&S,
Bothell,B HLTH 199,Understanding Global Health Through Film,5,I&S,
Bothell,B HLTH 200,Lifespan Development,5,I&S,
Bothell,B HLTH 215,Statistics for Health Sciences,5,QSR,
Bothell,B HLTH 216,Culture/Ethnicity and Religions Influence on Food Choices,5,I&S,
Bothell,B HLTH 217,Nutrition and the Older Adult,5,NW,
Bothell,B HLTH 218,Nutritional Science,5,NW,
Bothell,B HLTH 219,Lifespan Nutrition,5,NW,
Bothell,B HLTH 220,Community Nutrition,5,I&S,
Bothell,B HLTH 221,Dimensions of Personal Health and Wellness,5,I&S,
Bothell,B HLTH 222,"Latina/O Health and Culture: Issues, Beliefs, Practices, and Local Perspectives",5,I&S,
Bothell,B HLTH 223,Feminist Approaches to Women's Health,5,I&S,
Bothell,B HLTH 224,"Disease, Human History, Society, and Civilization",5,NW,
Bothell,B HLTH 225,Introduction to Cancer Biology,5,NW,
Bothell,B HLTH 226,"Race, Socioeconomic Status, and Health",5,I&S,
Bothell,B HLTH 227,Migration and Population Health: A Global Representation in Films and Arts,5,"I&S,VLPA",
Bothell,B HLTH 297,Selected Introductory Topics in Health,,,
Bothell,B HLTH 320,Human Health and the Environment,5,,
Bothell,B HLTH 397,Current Health Topics,,,
Bothell,B HLTH 400,Study Abroad: Health Studies,,"I&S,NW",
Bothell,B HLTH 401,Research Journal Editorial Board,,,
Bothell,B HLTH 402,"Microbiology, Human Disease, and Global Health",5,NW,
Bothell,B HLTH 410,Genetics and Public Health,5,"I&S,NW",
Bothell,B HLTH 411,Environments and Health,5,"I&S,NW",
Bothell,B HLTH 420,Women's Global Health and Human Rights,5,I&S,
Bothell,B HLTH 421,Food and Culture,5,"I&S,VLPA",
Bothell,B HLTH 422,Walking in Beauty: Native Art and Healing,5,"I&S,VLPA",
Bothell,B HLTH 423,Global Health: Critical Perspectives,5,I&S,
Bothell,B HLTH 424,Root Issues in American Indian Health,5,I&S,
Bothell,B HLTH 425,Health in a Developing Nation: Study Abroad,5,I&S,
Bothell,B HLTH 426,Exploring the Humanities in Healthcare,5,VLPA,
Bothell,B HLTH 427,"Women, Culture, and Healing",5,"I&S,VLPA",
Bothell,B HLTH 428,Adolescent Health,5,I&S,
Bothell,B HLTH 429,Global and Local Health Inequalities and Interventions,5,I&S,
Bothell,B HLTH 430,Health Policies and Politics in a Global Context,5,I&S,
Bothell,B HLTH 431,Representations of Health Policy and Ethics in Film,5,VLPA,
Bothell,B HLTH 435,Foundations and Principles of Health Education and Communication,5,I&S,BHS 201
Bothell,B HLTH 440,Health of Military Veterans,5,I&S,
Bothell,B HLTH 441,Community Engagement in Health Interventions and Research: From Principles to Practice,5,,
Bothell,B HLTH 442,Family Caregiving Across the Life Span,5,I&S,
Bothell,B HLTH 443,Assessment of Older Adults,5,,
Bothell,B HLTH 444,Disaster Preparation: Promoting Community Resiliency,5,,
Bothell,B HLTH 460,"Women, Rhetoric, and Healing",5,"I&S,VLPA",
Bothell,B HLTH 491,Special Topics in Health - Health & Life Sciences,,I&S,
Bothell,B HLTH 492,Special Topics in Health - Health & Society,,,
Bothell,B HLTH 493,"Special Topics in Health - Health Policy, Leadership, & Ethics",,I&S,
Bothell,B HLTH 494,Special Topics in Health - Community Health Intervention & Practice,,I&S,
Bothell,B HLTH 497,Selected Topics in Health,,,
Bothell,B HLTH 498,Special Project in Health,,,
Bothell,B HLTH 499,Undergraduate Research in Health Studies,,,
Bothell,B HLTH 510,Genetics and Public Health,5,,
Bothell,B HLTH 597,Special Topics in Health,,,
Bothell,B IMD 233,Fundamentals of Web Media Technology,5,QSR,
Bothell,B IMD 250,Introduction to Interaction Design,5,,
Bothell,B IMD 330,Quantitative Methods in Interactive Media,5,QSR,
Bothell,B IMD 350,Designing Media Experiences - MX,5,,B IMD 330
Bothell,B IMD 351,Studio Elements I: Introduction,5,,CSS 233
Bothell,B IMD 352,Studio Elements II: Essentials,5,,B IMD 351
Bothell,B IMD 353,Studio Elements III,5,,B IMD 352
Bothell,B IMD 362,Studio Elements II: Practicum,5,,
Bothell,B IMD 363,Studio Elements III: Practicum,5,,"B IMD 353,B IMD 362"
Bothell,B IMD 390,Special Topics in Interactive Media Design,5,,
Bothell,B IMD 401,Study Abroad: Interactive Media Design,,,
Bothell,B IMD 440,Systems of Digital Media Architecture,5,,"B IMD 352,B IMD 362"
Bothell,B IMD 460,Media Production Techniques,5,,
Bothell,B IMD 481,Integrative Studio I: Design,5,,B IMD 353
Bothell,B IMD 482,Integrative Studio II: Production,5,,B IMD 481
Bothell,B IMD 483,Integrative Studio: Portfolio,5,,B IMD 482
Bothell,B IMD 491,Integrative Studio Practicum I,5,,"B IMD 363,B IMD 481"
Bothell,B IMD 492,Integrative Studio II: Practicum,5,,"B IMD 482,B IMD 491"
Bothell,B IMD 493,Integrative Studio III Practicum,5,,"B IMD 483,B IMD 492"
Bothell,B IMD 495,Interaction Design Studio,,,"B IMD 250,CSS 480"
Bothell,B LEAD 102,Leading With Purpose: Working in Teams,2,,
Bothell,B LEAD 103,Leading With Purpose: People Skills,2,,
Bothell,B LEAD 104,Leading With Purpose: Presentation Skills,2,,
Bothell,B LEAD 206,Learning to Lead: Collaboration in Diverse Contexts,2,DIV,
Bothell,B MATH 121,Algebraic and Quantitative Reasoning,5,QSR,
Bothell,B MATH 122,Precalculus I: Algebraic Functions,5,QSR,B MATH 121
Bothell,B MATH 123,Precalculus II: Transcendental Functions,5,"NW,QSR",B MATH 122
Bothell,B MATH 127,Learning Strategies in Mathematics,2,,
Bothell,B MATH 144,Calculus for the Life and Social Sciences,5,"NW,QSR","B CUSP 123,B MATH 123"
Bothell,B MATH 215,Statistics for Health Sciences,5,QSR,
Bothell,B ME 221,Statics,4,,"B PHYS 121,MATH 126,PHYS 121,STMATH 126"
Bothell,B ME 222,Mechanics of Materials,4,,B ME 221
Bothell,B ME 223,Dynamics,4,C,B ME 221
Bothell,B ME 293,Special Topics in Mechancial Engineering,,,
Bothell,B ME 315,"Introducton to 3D Modeling, Design, and Analysis",5,VLPA,
Bothell,B ME 331,Thermal Fluids I,5,,"B CHEM 143,B CHEM 144,B ENGR 310,B PHYS 121,STMATH 307"
Bothell,B ME 332,Thermal Fluids II,4,,"B ME 331,ST MATH 324"
Bothell,B ME 333,Thermal Fluids III,4,,B ME 332
Bothell,B ME 334,Thermal Fluids IV,2,,"B ME 331,B ME 332,B ME 333"
Bothell,B ME 341,Mechanical Systems Design I,5,,"B ENGR 320,B ME 223"
Bothell,B ME 342,Mechanical Systems Design II,5,,B ME 341
Bothell,B ME 343,Mechanical Systems Design III,5,,"B ME 315,B ME 342"
Bothell,B ME 410,Electric Power and Machinery,5,,"B PHYS 122,STMATH 126"
Bothell,B ME 431,Acoustical Engineering: Fundamentals,4,,"B ENGR 310,B PHYS 123"
Bothell,B ME 432,Acoustical Engineering: Medical Devices,4,,
Bothell,B ME 433,Advanced Thermal Fluids,4,,B ME 333
Bothell,B ME 450,Introduction to Ocean Engineering and Sciences,4,NW,"B ENGR 310,B ME 315,B ME 332"
Bothell,B ME 481,Engineering Professional Development I: The Citizen Engineer,5,"DIV,I&S","B PHYS 121,STMATH 126"
Bothell,B ME 482,Professional Engineer,5,I&S,B ME 481
Bothell,B ME 493,Advanced Special Topics in Mechanical Engineering,,,
Bothell,B ME 495,Capstone Project in Mechanical Engineering I,2,,"B EE 371,B ME 333,B ME 343,CSS 371"
Bothell,B ME 496,Capstone Project in Mechanical Engineering II,3,,B ME 495
Bothell,B ME 498,Independent Study in Mechanical Engineering,,,
Bothell,B ME 499,Undergraduate Research in Mechanical Engineering,,,
Bothell,B NURS 101,Introduction to the Nursing Profession,1,,
Bothell,B NURS 102,Historical Images of Nursing,1,I&S,
Bothell,B NURS 103,Development of Contemporary Nursing Practice,1,I&S,
Bothell,B NURS 250,Basics of Academic Writing in the Health Sciences,,,
Bothell,B NURS 297,Building Skills in Health,,,
Bothell,B NURS 350,Critical Thinking in Nursing,4,,
Bothell,B NURS 360,Critical Reading and Information Literacy in Nursing,5,,
Bothell,B NURS 403,Evidence Based Practice and Nursing Inquiry,5,"NW,QSR",
Bothell,B NURS 407,Cultural and Social Issues in Healthcare,5,"DIV,I&S",
Bothell,B NURS 409,Partnerships in Community Health,5,I&S,
Bothell,B NURS 410,Legal and Ethical Issues in Clinical Practice,5,,
Bothell,B NURS 420,Health Policy and the Organization of Healthcare,5,I&S,
Bothell,B NURS 421,Social Justice in Health,5,"DIV,I&S",B NURS 360
Bothell,B NURS 422,Team Leadership and Care Coordination,5,,"B NURS 360,B NURS 460"
Bothell,B NURS 423,Ethical and Quality Nursing Care,5,I&S,"B NURS 360,B NURS 460"
Bothell,B NURS 424,Population-Based Health in Community Practice,5,I&S,"BNURS 360,BNURS 420,BNURS 421,BNURS 460"
Bothell,B NURS 430,Relational Leadership in Nursing,5,,
Bothell,B NURS 460,Translating Scholarly Knowledge to Nursing Practice,5,,B NURS 360
Bothell,B NURS 495,Senior Portfolio,1,I&S,
Bothell,B NURS 497,Selected Topics in Nursing,,,
Bothell,B NURS 498,Special Project in Nursing,,,
Bothell,B NURS 499,Undergraduate Research,,,
Bothell,B NURS 501,Contemporary Issues in Advanced Nursing Practice,3,,
Bothell,B NURS 502,Dynamics of Community Health Practice,,,
Bothell,B NURS 503,Advanced Fieldwork in Community Health Nursing,,,"B NURS 501,B NURS 502,B NURS 504,B NURS 520,B NURS 521,B NURS 526,B NURS 527,B NURS 580"
Bothell,B NURS 504,Disparity and Social Justice in Healthcare,3,,
Bothell,B NURS 505,"Pathway Planning, Practicum, and Portfolio",,,B NURS 501
Bothell,B NURS 506,"Advanced Pathophysiology, Pharmacology and Health Assessment",3,,
Bothell,B NURS 507,Advanced Nursing Roles,2,,
Bothell,B NURS 508,"Ethics, Aesthetics",3,,
Bothell,B NURS 510,Technology and Pedagogy,3,,
Bothell,B NURS 511,Curriculum Development in Nursing Education,3,,
Bothell,B NURS 512,Evaluation of Clinical Performance in Nursing,3,,
Bothell,B NURS 513,Theories and Methods of Teaching and Learning,3,,
Bothell,B NURS 520,Translational Research I,3,,
Bothell,B NURS 521,Scholarly Inquiry for Nursing Practice II,3,,B NURS 520
Bothell,B NURS 522,Translational Research II,3,,B NURS 520
Bothell,B NURS 525,Healthcare Systems Leadership for Advanced Roles,3,,
Bothell,B NURS 526,Program Planning and Program Evaluation in Health Service Delivery,3,,
Bothell,B NURS 527,Managing Effective Access and Utilization Within Care Systems,,,
Bothell,B NURS 530,Advanced Practice Management and Adminstration in Healthcare Organizations,3,,
Bothell,B NURS 532,Introduction to Process Management and Decision Making in Healthcare Systems,3,,
Bothell,B NURS 534,Introduction to Project Management in Healthcare,2,,
Bothell,B NURS 550,Seminar on Professional Issues in Nursing Education,3,,"B NURS 511,B NURS 513,NSG 545,NSG 546,NSG 550,T NURS 511,T NURS 513,T NURS 550"
Bothell,B NURS 578,Health Care and Community,3,,
Bothell,B NURS 580,Populations at Risk in the Community,3,,
Bothell,B NURS 585,Health Policy and Civic Engagement,3,,
Bothell,B NURS 597,Selected Topics in Nursing,,,
Bothell,B NURS 598,Special Projects,,,
Bothell,B NURS 600,Independent Graduate Project/Research,,,
Bothell,B PHYS 101,Introduction to Astronomy,5,"NW,QSR",
Bothell,B PHYS 114,General Physics,4,"NW,QSR",
Bothell,B PHYS 115,General Physics,4,NW,B PHYS 114
Bothell,B PHYS 116,General Physics,4,NW,B PHYS 115
Bothell,B PHYS 117,General Physics Laboratory,1,NW,B PHYS 114
Bothell,B PHYS 118,General Physics Laboratory,1,NW,B PHYS 115
Bothell,B PHYS 119,General Physics Laboratory,1,NW,B PHYS 116
Bothell,B PHYS 121,Mechanics,5,"NW,QSR","B PHYS 114,B PHYS 121,STMATH 124"
Bothell,B PHYS 122,Electromagnetism and Oscillatory Motion,5,NW,"B PHYS 115,B PHYS 121,B PHYS 122,STMATH 125"
Bothell,B PHYS 123,Waves,5,NW,"B PHYS 116,B PHYS 122,B PHYS 123"
Bothell,B PHYS 221,Classical Mechanics,5,"NW,QSR","B PHYS 123,STMATH 307,STMATH 308"
Bothell,B PHYS 222,Modern Physics,5,"NW,QSR","B PHYS 123,STMATH 307"
Bothell,B PHYS 224,Thermal Physics,5,"NW,QSR",B PHYS 123
Bothell,B PHYS 231,Introduction to Experimental Physics,3,,B PHYS 123
Bothell,B PHYS 293,Special Topics in Physics,,"NW,QSR",
Bothell,B PHYS 305,The Cosmos,5,"NW,QSR",
Bothell,B PHYS 311,Introduction to Astrophysics I,5,,B PHYS 123
Bothell,B PHYS 312,Introduction to Astrophysics II,5,,B PHYS 311
Bothell,B PHYS 314,Introduction to Cosmology,5,,"B PHYS 221,B PHYS 222"
Bothell,B PHYS 317,Mathematical Physics,5,QSR,"BPHYS 123,MATH 307,MATH 308,PHYS 123,STMATH 307,STMATH 308"
Bothell,B PHYS 321,Electricity and Magnetism I,5,NW,"MATH 324,STMATH 324"
Bothell,B PHYS 322,Electricity and Magnetism II,5,,"B PHYS 321,PHYS 321"
Bothell,B PHYS 323,Electricity and Magnetism III,5,"NW,QSR","B PHYS 322,PHYS 322"
Bothell,B PHYS 324,Quantum Mechanics I,5,NW,"B PHYS 222,MATH 324,STMATH 324"
Bothell,B PHYS 325,Quantum Mechanics II,5,"NW,QSR",BPHYS 324
Bothell,B PHYS 328,Statistical Physics,5,"NW,QSR","B PHYS 224,B PHYS 324,PHYS 324"
Bothell,B PHYS 431,Experimental Physics Lab I,5,"NW,QSR",B PHYS 231
Bothell,B PHYS 493,Advanced Topics in Physics,,"NW,QSR",
Bothell,B PHYS 494,Physics Seminar,1,,
Bothell,B PHYS 498,Independent Study in Physics,,,
Bothell,B PHYS 499,Undergraduate Research in Physics,,,
Bothell,B SPAN 101,Elementary,5,,
Bothell,B SPAN 102,Elementary,5,,B SPAN 101
Bothell,B SPAN 103,Elementary,5,,B SPAN 102
Bothell,B SPAN 196,Study Abroad: Immersive Elementary Spanish,,,
Bothell,B SPAN 201,Intermediate,5,VLPA,B SPAN 103
Bothell,B SPAN 202,Intermediate,5,VLPA,BSPAN 201
Bothell,B SPAN 203,Intermediate,5,VLPA,B SPAN 202
Bothell,B SPAN 296,Study Abroad: Spanish,,VLPA,
Bothell,B WRIT 132,Interdisciplinary Writing Stretch I,5,,
Bothell,B WRIT 133,Interdisciplinary Writing Stretch II,5,,"B WRIT 132,B WRIT 133,B WRIT 134"
Bothell,B WRIT 134,Interdisciplinary Writing,5,C,
Bothell,B WRIT 135,Research Writing,5,C,"B CUSP 134,B WRIT 134,ENGL 131"
Bothell,B WRIT 137,Writing Studio,2,,
Bothell,BCONSC 321,Consciousness Studies,5,"I&S,NW",
Bothell,BCONSC 322,Exploration of Consciousness,5,"I&S,NW",BCONSC 321
Bothell,BCONSC 323,Psychology and Science of Dreams,5,"I&S,NW",
Bothell,BCONSC 325,Mind and Matter,5,"I&S,NW",BCONSC 321
Bothell,BCONSC 424,Consciousness and the Natural World,5,"I&S,NW",BCONSC 322
Bothell,BCONSC 425,Consciousness and Well-Being,5,"I&S,NW",BCONSC 322
Bothell,BCULST 500,Formations of Cultural Studies,5,,
Bothell,BCULST 501,Cultural Studies as Collaboration,5,,BCLST 500
Bothell,BCULST 502,Cultural Studies Research Practices,5,,BCLST 501
Bothell,BCULST 510,Engaging Cultural Studies,5,,BCULST 502
Bothell,BCULST 511,Portfolio and Professional Development,1,,BCULST 510
Bothell,BCULST 512,Cultural Studies and Its Publics,10,,BCULST 511
Bothell,BCULST 520,Internship,,,BCULST 500
Bothell,BCULST 570,"Prisons, Politics, and Activism",5,,
Bothell,BCULST 580,Approaches to Ethnographic Research,5,,
Bothell,BCULST 581,Approaches to Textural Research,5,,BCULST 500
Bothell,BCULST 582,Approaches to Performance-Based Research Methods,5,,BCULST 500
Bothell,BCULST 583,Topics in Public History and Culture,5,,
Bothell,BCULST 584,Topics in Media Culture,5,,
Bothell,BCULST 585,Topics in Cultural Activism and Advocacy,5,,
Bothell,BCULST 586,Topics in Arts and Cultural Policy,5,,
Bothell,BCULST 587,Topics in Cultural and Arts Practice,5,,
Bothell,BCULST 588,Topics in Culture and Diversity,5,,
Bothell,BCULST 589,Topics in Global Cultural Studies,5,,
Bothell,BCULST 591,Research Colloquium,,,
Bothell,BCULST 592,Topics in Cultural Studies Research,,,
Bothell,BCULST 593,Topics in Cultural Studies,,,
Bothell,BCULST 594,Research Design,5,,
Bothell,BCULST 595,Cultural Studies Skills Workship,,,
Bothell,BCULST 596,Study Abroad,,,
Bothell,BCULST 598,Directed Research,,,
Bothell,BCULST 599,Capstone Research,,,BCULST 502
Bothell,BCWRIT 500,Writing Workshop: Between Prose and Poetry,5,,
Bothell,BCWRIT 501,Writing Workshop: Between Fact and Imagination,5,,
Bothell,BCWRIT 502,Writing Workshop: Processes of Thinking and Memory,5,,
Bothell,BCWRIT 510,Poetics Seminar: Cultural Change and Writing,5,,
Bothell,BCWRIT 511,Poetics Seminar: Writers' Research,5,,
Bothell,BCWRIT 512,"Poetics Seminar: Art, Technology, and Practice",5,,
Bothell,BCWRIT 517,Teaching Practicum,,,
Bothell,BCWRIT 520,Creative Writing and Poetics Internship,,,
Bothell,BCWRIT 530,Community-Based Practicum,,,
Bothell,BCWRIT 587,Topics in Creative Practice,5,,
Bothell,BCWRIT 597,Directed Readings,,,
Bothell,BCWRIT 598,Directed Research,,,
Bothell,BCWRIT 700,Master's Thesis,,,
Bothell,BES 301,Science Methods and Practice,5,"NW,QSR",
Bothell,BES 303,Environmental Monitoring Practicum,2,"NW,QSR",
Bothell,BES 311,Environmental Chemistry,5,"NW,QSR",B CHEM 143
Bothell,BES 312,Ecology,5,NW,B BIO 180
Bothell,BES 316,Ecological Methods,5,NW,BES 312
Bothell,BES 317,Soils Laboratory,5,,B CHEM 153
Bothell,BES 318,Hydrogeology,5,"NW,QSR",
Bothell,BES 321,Geomorphology,5,NW,
Bothell,BES 330,Limnology,5,NW,"B CHEM 143,B CHEM 144"
Bothell,BES 331,Estuarine Science and Management,5,NW,
Bothell,BES 341,Natural Hazards and Human Disasters,5,"I&S,NW",
Bothell,BES 362,Introduction to Restoration Ecology,5,"I&S,NW",
Bothell,BES 397,Special Topics in Environmental Science,,,
Bothell,BES 398,Directed Study in Environmental Science,,,
Bothell,BES 415,Advanced Environmental Measurements Laboratory,5,,"BES 311,BES 315"
Bothell,BES 439,Computer Modeling and Visualization in Environmental Science,5,"NW,QSR",
Bothell,BES 440,Remote Sensing of the Environment,5,"NW,QSR",
Bothell,BES 460,Water Quality,5,"NW,QSR",
Bothell,BES 462,Restoration Ecology Capstone: Introduction,,NW,
Bothell,BES 463,Restoration Ecology Capstone: Proposal and Plan,,NW,"ESRM 462,ESRM 463,T BIOL 463"
Bothell,BES 464,Restoration Ecology Capstone: Field Site Restoration,,NW,"ESRM 463,ESRM 464,T BIOL 464"
Bothell,BES 485,Conservation Biology,5,NW,
Bothell,BES 486,Watershed Ecology and Management,5,NW,"BES 312,BIS 390"
Bothell,BES 487,Field Lab in Wildland Soils and Plants,3,NW,
Bothell,BES 488,Wetland Ecology,5,NW,BES 312
Bothell,BES 489,Pacific Northwest Ecosystems,5,NW,
Bothell,BES 490,Pacific Northwest Plants in Restoration and Conservation,5,NW,
